0.000000000000000e+00 1.000000000000000e+00
1.000000000000000e-04 9.996906630929463e-01
1.010000000000000e-02 9.695609686077733e-01
2.010000000000000e-02 9.409246498132088e-01
3.010000000000000e-02 9.136530528238276e-01
4.010000000000000e-02 8.876372004742417e-01
5.010000000000001e-02 8.627831946124116e-01
6.010000000000000e-02 8.390090265531772e-01
7.010000000000001e-02 8.162422822921916e-01
8.010000000000000e-02 7.944184405260692e-01
9.010000000000000e-02 7.734795774975476e-01
1.001000000000000e-01 7.533733595576264e-01
1.101000000000000e-01 7.340522445682029e-01
1.201000000000000e-01 7.154728383711405e-01
1.301000000000000e-01 6.975953687170607e-01
1.401000000000000e-01 6.803832497541109e-01
1.501000000000000e-01 6.638027174451463e-01
1.601000000000000e-01 6.478225213257015e-01
1.701000000000000e-01 6.324136615856490e-01
1.801000000000000e-01 6.175491630307390e-01
1.901000000000000e-01 6.032038793652748e-01
2.001000000000000e-01 5.893543226388274e-01
2.101000000000000e-01 5.759785137563921e-01
2.201000000000000e-01 5.630558507578051e-01
2.301000000000000e-01 5.505669921949408e-01
2.401000000000000e-01 5.384937534212360e-01
2.501000000000000e-01 5.268190139912059e-01
2.601000000000000e-01 5.155266346724559e-01
2.701000000000000e-01 5.046013828173078e-01
2.801000000000000e-01 4.940288650390603e-01
2.901000000000000e-01 4.837954662991903e-01
3.001000000000000e-01 4.738882946442116e-01
3.101000000000000e-01 4.642951309402810e-01
3.201000000000000e-01 4.550043830446016e-01
3.301000000000000e-01 4.460050439287073e-01
3.401000000000000e-01 4.372866533326658e-01
3.501000000000000e-01 4.288392625832630e-01
3.601000000000000e-01 4.206534022551424e-01
3.701000000000000e-01 4.127200523929996e-01
3.801000000000000e-01 4.050306150465089e-01
3.901000000000000e-01 3.975768888984983e-01
4.001000000000000e-01 3.903510457918334e-01
4.101000000000000e-01 3.833456089820713e-01
4.201000000000000e-01 3.765534329617555e-01
4.301000000000000e-01 3.699676847186098e-01
4.401000000000000e-01 3.635818263042829e-01
4.501000000000000e-01 3.573895986028764e-01
4.601000000000000e-01 3.513850061996232e-01
4.701000000000000e-01 3.455623032598739e-01
4.801000000000000e-01 3.399159803372450e-01
4.901000000000000e-01 3.344407520374704e-01
5.001000000000000e-01 3.291315454713797e-01
5.101000000000000e-01 3.239834894365007e-01
5.201000000000000e-01 3.189919042722829e-01
5.301000000000000e-01 3.141522923387937e-01
5.401000000000000e-01 3.094603290731424e-01
5.501000000000000e-01 3.049118545818205e-01
5.601000000000000e-01 3.005028657306996e-01
5.701000000000001e-01 2.962295086976187e-01
5.800999999999999e-01 2.920880719553951e-01
5.901000000000000e-01 2.880749796556988e-01
6.001000000000000e-01 2.841867853866081e-01
6.101000000000000e-01 2.804201662788107e-01
6.201000000000000e-01 2.767719174373703e-01
6.301000000000000e-01 2.732389466777656e-01
6.401000000000000e-01 2.698182695465171e-01
6.501000000000000e-01 2.665070046082118e-01
6.601000000000000e-01 2.633023689820770e-01
6.701000000000000e-01 2.602016741125006e-01
6.801000000000000e-01 2.572023217590181e-01
6.901000000000000e-01 2.543018001923354e-01
7.001000000000001e-01 2.514976805839034e-01
7.101000000000000e-01 2.487876135774418e-01
7.201000000000000e-01 2.461693260316039e-01
7.301000000000000e-01 2.436406179237324e-01
7.401000000000000e-01 2.411993594053339e-01
7.501000000000000e-01 2.388434880005122e-01
7.601000000000000e-01 2.365710059392203e-01
7.701000000000000e-01 2.343799776176891e-01
7.801000000000000e-01 2.322685271789199e-01
7.901000000000000e-01 2.302348362065678e-01
8.001000000000000e-01 2.282771415259808e-01
8.101000000000000e-01 2.263937331065476e-01
8.201000000000001e-01 2.245829520598885e-01
8.301000000000001e-01 2.228431887287389e-01
8.401000000000000e-01 2.211728808617265e-01
8.501000000000000e-01 2.195705118694973e-01
8.601000000000000e-01 2.180346091579610e-01
8.701000000000000e-01 2.165637425346508e-01
8.801000000000000e-01 2.151565226844402e-01
8.901000000000000e-01 2.138115997110909e-01
9.001000000000000e-01 2.125276617412978e-01
9.101000000000000e-01 2.113034335880997e-01
9.201000000000000e-01 2.101376754707012e-01
9.301000000000000e-01 2.090291817879161e-01
9.401000000000000e-01 2.079767799426216e-01
9.501000000000001e-01 2.069793292147224e-01
9.601000000000000e-01 2.060357196802987e-01
9.701000000000000e-01 2.051448711747201e-01
9.801000000000000e-01 2.043057322976387e-01
9.901000000000000e-01 2.035172794578854e-01
1.000100000000000e+00 2.027785159563930e-01
